ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType,report_date
MMM,3M Company,2008-07-24T00:00:00.000Z,TNS,1.35,1.39,2.9,EDT,0,EQUITY,2008-07-24
MMM,3M Company,2008-10-21T00:00:00.000Z,TNS,1.38,1.42,3.07,EDT,0,EQUITY,2008-10-21
MMM,3M Company,2009-01-29T00:00:00.000Z,TNS,0.93,0.97,3.85,EDT,0,EQUITY,2009-01-29
MMM,3M Company,2009-04-24T00:00:00.000Z,TNS,0.86,0.81,-5.36,EDT,0,EQUITY,2009-04-24
MMM,3M Company,2009-07-23T00:00:00.000Z,TNS,0.94,1.2,27.21,EDT,0,EQUITY,2009-07-23
MMM,3M Company,2009-10-22T00:00:00.000Z,TNS,1.17,1.37,16.94,EDT,0,EQUITY,2009-10-22
MMM,3M Company,2010-01-28T00:00:00.000Z,TNS,1.21,1.3,7.31,EDT,0,EQUITY,2010-01-28
MMM,3M Company,2010-04-27T00:00:00.000Z,TNS,1.21,1.4,15.7,EDT,0,EQUITY,2010-04-27
MMM,3M Company,2010-07-22T00:00:00.000Z,TNS,1.48,1.54,4.33,EDT,0,EQUITY,2010-07-22
MMM,3M Company,2010-10-28T00:00:00.000Z,TNS,1.51,1.53,1.09,EDT,0,EQUITY,2010-10-28
MMM,3M Company,2011-01-25T00:00:00.000Z,TNS,1.27,1.28,0.95,EDT,0,EQUITY,2011-01-25
MMM,3M Company,2011-04-26T00:00:00.000Z,TNS,1.44,1.49,3.81,EDT,0,EQUITY,2011-04-26
MMM,3M Company,2011-07-26T00:00:00.000Z,TNS,1.6,1.6,0.27,EDT,0,EQUITY,2011-07-26
MMM,3M Company,2011-10-25T00:00:00.000Z,TNS,1.61,1.52,-5.37,EDT,0,EQUITY,2011-10-25
MMM,3M Company,2012-01-26T00:00:00.000Z,TNS,1.31,1.35,3.4,EDT,0,EQUITY,2012-01-26
MMM,3M Company,2012-04-24T00:00:00.000Z,TNS,1.49,1.63,9.72,EDT,0,EQUITY,2012-04-24
MMM,3M Company,2012-07-26T00:00:00.000Z,TNS,1.65,1.66,0.44,EDT,0,EQUITY,2012-07-26
MMM,3M Company,2012-10-23T00:00:00.000Z,TNS,1.65,1.65,0.0,EDT,0,EQUITY,2012-10-23
MMM,3M Company,2013-01-24T00:00:00.000Z,TNS,1.41,1.41,0.1,EDT,0,EQUITY,2013-01-24
MMM,3M Company,2013-04-25T00:00:00.000Z,TNS,1.65,1.61,-2.54,EDT,0,EQUITY,2013-04-25
MMM,3M Company,2013-07-25T00:00:00.000Z,TNS,1.7,1.71,0.31,EDT,0,EQUITY,2013-07-25
MMM,3M Company,2013-10-24T00:00:00.000Z,TNS,1.75,1.78,1.47,EDT,0,EQUITY,2013-10-24
MMM,3M Company,2014-01-30T00:00:00.000Z,TNS,1.62,1.62,0.27,EDT,0,EQUITY,2014-01-30
MMM,3M Company,2014-04-24T00:00:00.000Z,TNS,1.8,1.79,-0.29,EDT,0,EQUITY,2014-04-24
MMM,3M Company,2014-07-24T00:00:00.000Z,TNS,1.91,1.91,0.11,EDT,0,EQUITY,2014-07-24
