ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType,report_date
BBY,"Best Buy Co., Inc.",2019-05-23T00:00:00.000Z,TNS,0.87,1.02,17.92,EDT,0,EQUITY,2019-05-23
BBY,"Best Buy Co., Inc.",2019-08-29T00:00:00.000Z,TNS,0.99,1.08,9.09,EDT,0,EQUITY,2019-08-29
BBY,"Best Buy Co., Inc.",2019-11-26T00:00:00.000Z,TNS,1.03,1.13,9.39,EDT,0,EQUITY,2019-11-26
BBY,"Best Buy Co., Inc.",2020-02-27T00:00:00.000Z,TNS,2.75,2.9,5.3,EDT,0,EQUITY,2020-02-27
BBY,"Best Buy Co., Inc.",2020-05-21T00:00:00.000Z,TNS,0.5,0.67,34.54,EDT,0,EQUITY,2020-05-21
BBY,"Best Buy Co., Inc.",2020-08-25T00:00:00.000Z,TNS,1.08,1.71,58.92,EDT,0,EQUITY,2020-08-25
BBY,"Best Buy Co., Inc.",2020-11-24T00:00:00.000Z,TNS,1.7,2.06,20.96,EDT,0,EQUITY,2020-11-24
BIO,"Bio-Rad Laboratories, Inc.",2002-02-05T00:00:00.000Z,TNS,0.35,0.35,-1.43,EDT,0,EQUITY,2002-02-05
BIO,"Bio-Rad Laboratories, Inc.",2002-05-15T00:00:00.000Z,TNS,0.55,0.75,36.36,EDT,0,EQUITY,2002-05-15
BIO,"Bio-Rad Laboratories, Inc.",2002-08-08T00:00:00.000Z,TNS,0.64,0.65,1.56,EDT,0,EQUITY,2002-08-08
BIO,"Bio-Rad Laboratories, Inc.",2002-11-15T00:00:00.000Z,TNS,0.56,0.64,15.32,EDT,0,EQUITY,2002-11-15
BIO,"Bio-Rad Laboratories, Inc.",2003-02-13T00:00:00.000Z,TNS,0.77,0.78,1.96,EDT,0,EQUITY,2003-02-13
BIO,"Bio-Rad Laboratories, Inc.",2003-04-29T00:00:00.000Z,TNS,0.73,1.01,38.36,EDT,0,EQUITY,2003-04-29
BIO,"Bio-Rad Laboratories, Inc.",2003-07-28T00:00:00.000Z,TNS,0.81,0.8,-0.62,EDT,0,EQUITY,2003-07-28
BIO,"Bio-Rad Laboratories, Inc.",2003-11-06T00:00:00.000Z,TNS,0.74,0.71,-4.05,EDT,0,EQUITY,2003-11-06
BIO,"Bio-Rad Laboratories, Inc.",2004-02-12T00:00:00.000Z,TNS,0.74,0.73,-1.35,EDT,0,EQUITY,2004-02-12
BIO,"Bio-Rad Laboratories, Inc.",2004-05-06T00:00:00.000Z,TNS,0.86,0.9,4.65,EDT,0,EQUITY,2004-05-06
BIO,"Bio-Rad Laboratories, Inc.",2004-08-05T00:00:00.000Z,TNS,0.8,0.86,7.5,EDT,0,EQUITY,2004-08-05
BIO,"Bio-Rad Laboratories, Inc.",2004-11-09T00:00:00.000Z,TNS,0.8,0.6,-25.0,EDT,0,EQUITY,2004-11-09
BIO,"Bio-Rad Laboratories, Inc.",2005-02-17T00:00:00.000Z,TNS,0.89,0.65,-26.97,EDT,0,EQUITY,2005-02-17
BIO,"Bio-Rad Laboratories, Inc.",2005-05-05T00:00:00.000Z,TNS,0.68,1.11,63.24,EDT,0,EQUITY,2005-05-05
BIO,"Bio-Rad Laboratories, Inc.",2005-08-04T00:00:00.000Z,TNS,0.72,0.69,-4.17,EDT,0,EQUITY,2005-08-04
BIO,"Bio-Rad Laboratories, Inc.",2005-11-03T00:00:00.000Z,TNS,0.49,0.62,26.53,EDT,0,EQUITY,2005-11-03
BIO,"Bio-Rad Laboratories, Inc.",2006-02-22T00:00:00.000Z,TNS,0.74,0.77,4.05,EDT,0,EQUITY,2006-02-22
BIO,"Bio-Rad Laboratories, Inc.",2006-05-04T00:00:00.000Z,TNS,0.58,1.16,100.0,EDT,0,EQUITY,2006-05-04
BIO,"Bio-Rad Laboratories, Inc.",2006-08-03T00:00:00.000Z,TNS,0.51,0.91,78.43,EDT,0,EQUITY,2006-08-03
BIO,"Bio-Rad Laboratories, Inc.",2006-11-02T00:00:00.000Z,TNS,0.53,0.73,37.74,EDT,0,EQUITY,2006-11-02
BIO,"Bio-Rad Laboratories, Inc.",2007-02-22T00:00:00.000Z,TNS,0.6,0.61,1.67,EDT,0,EQUITY,2007-02-22
BIO,"Bio-Rad Laboratories, Inc.",2007-05-03T00:00:00.000Z,TNS,1.06,0.99,-6.6,EDT,0,EQUITY,2007-05-03
BIO,"Bio-Rad Laboratories, Inc.",2007-08-07T00:00:00.000Z,TNS,0.65,0.95,46.15,EDT,0,EQUITY,2007-08-07
BIO,"Bio-Rad Laboratories, Inc.",2007-11-06T00:00:00.000Z,TNS,0.73,1.03,41.1,EDT,0,EQUITY,2007-11-06
BIO,"Bio-Rad Laboratories, Inc.",2008-02-28T00:00:00.000Z,TNS,0.8,0.97,22.01,EDT,0,EQUITY,2008-02-28
BIO,"Bio-Rad Laboratories, Inc.",2008-05-06T00:00:00.000Z,TNS,0.99,1.06,7.07,EDT,0,EQUITY,2008-05-06
BIO,"Bio-Rad Laboratories, Inc.",2008-08-05T00:00:00.000Z,TNS,1.08,1.58,46.3,EDT,0,EQUITY,2008-08-05
BIO,"Bio-Rad Laboratories, Inc.",2008-11-06T00:00:00.000Z,TNS,1.06,1.09,2.83,EDT,0,EQUITY,2008-11-06
BIO,"Bio-Rad Laboratories, Inc.",2009-02-26T00:00:00.000Z,TNS,0.9,1.01,12.22,EDT,0,EQUITY,2009-02-26
BIO,"Bio-Rad Laboratories, Inc.",2009-05-05T00:00:00.000Z,TNS,0.98,1.1,12.24,EDT,0,EQUITY,2009-05-05
BIO,"Bio-Rad Laboratories, Inc.",2009-08-04T00:00:00.000Z,TNS,1.06,1.37,29.05,EDT,0,EQUITY,2009-08-04
BIO,"Bio-Rad Laboratories, Inc.",2009-11-03T00:00:00.000Z,TNS,1.06,1.38,30.39,EDT,0,EQUITY,2009-11-03
BIO,"Bio-Rad Laboratories, Inc.",2010-02-24T00:00:00.000Z,TNS,1.1,1.35,22.73,EDT,0,EQUITY,2010-02-24
BIO,"Bio-Rad Laboratories, Inc.",2010-05-04T00:00:00.000Z,TNS,1.17,1.24,5.8,EDT,0,EQUITY,2010-05-04
BIO,"Bio-Rad Laboratories, Inc.",2010-08-03T00:00:00.000Z,TNS,1.28,1.24,-2.97,EDT,0,EQUITY,2010-08-03
BIO,"Bio-Rad Laboratories, Inc.",2010-11-02T00:00:00.000Z,TNS,1.21,1.59,31.62,EDT,0,EQUITY,2010-11-02
BIO,"Bio-Rad Laboratories, Inc.",2011-02-24T00:00:00.000Z,TNS,1.35,2.17,60.5,EDT,0,EQUITY,2011-02-24
BIO,"Bio-Rad Laboratories, Inc.",2011-05-03T00:00:00.000Z,TNS,1.32,1.16,-12.12,EDT,0,EQUITY,2011-05-03
BIO,"Bio-Rad Laboratories, Inc.",2011-08-02T00:00:00.000Z,TNS,1.47,1.41,-3.82,EDT,0,EQUITY,2011-08-02
BIO,"Bio-Rad Laboratories, Inc.",2011-11-01T00:00:00.000Z,TNS,1.53,1.61,5.23,EDT,0,EQUITY,2011-11-01
BIO,"Bio-Rad Laboratories, Inc.",2012-02-23T00:00:00.000Z,TNS,1.67,2.08,24.85,EDT,0,EQUITY,2012-02-23
BIO,"Bio-Rad Laboratories, Inc.",2012-05-01T00:00:00.000Z,TNS,1.11,1.09,-2.02,EDT,0,EQUITY,2012-05-01
BIO,"Bio-Rad Laboratories, Inc.",2012-08-07T00:00:00.000Z,TNS,1.19,1.69,41.78,EDT,0,EQUITY,2012-08-07
BIO,"Bio-Rad Laboratories, Inc.",2012-11-06T00:00:00.000Z,TNS,1.17,1.48,26.14,EDT,0,EQUITY,2012-11-06
BIO,"Bio-Rad Laboratories, Inc.",2013-02-26T00:00:00.000Z,TNS,1.34,1.55,15.96,EDT,0,EQUITY,2013-02-26
BIO,"Bio-Rad Laboratories, Inc.",2013-05-07T00:00:00.000Z,TNS,1.04,0.68,-34.77,EDT,0,EQUITY,2013-05-07
BIO,"Bio-Rad Laboratories, Inc.",2013-08-06T00:00:00.000Z,TNS,1.25,1.2,-3.74,EDT,0,EQUITY,2013-08-06
BIO,"Bio-Rad Laboratories, Inc.",2013-11-07T00:00:00.000Z,TNS,0.91,1.0,9.89,EDT,0,EQUITY,2013-11-07
BIO,"Bio-Rad Laboratories, Inc.",2014-02-27T00:00:00.000Z,TNS,1.42,1.4,-1.06,EDT,0,EQUITY,2014-02-27
BIO,"Bio-Rad Laboratories, Inc.",2014-05-06T00:00:00.000Z,TNS,0.8,0.57,-28.75,EDT,0,EQUITY,2014-05-06
BIO,"Bio-Rad Laboratories, Inc.",2014-08-05T00:00:00.000Z,TNS,0.95,1.09,14.74,EDT,0,EQUITY,2014-08-05
BIO,"Bio-Rad Laboratories, Inc.",2014-11-04T00:00:00.000Z,TNS,0.86,0.72,-16.28,EDT,0,EQUITY,2014-11-04
BIO,"Bio-Rad Laboratories, Inc.",2015-02-26T00:00:00.000Z,TNS,1.18,1.88,59.32,EDT,0,EQUITY,2015-02-26
BIO,"Bio-Rad Laboratories, Inc.",2015-05-05T00:00:00.000Z,TNS,0.33,0.61,84.85,EDT,0,EQUITY,2015-05-05
BIO,"Bio-Rad Laboratories, Inc.",2015-08-06T00:00:00.000Z,TNS,0.78,0.97,25.16,EDT,0,EQUITY,2015-08-06
BIO,"Bio-Rad Laboratories, Inc.",2015-11-03T00:00:00.000Z,TNS,0.54,0.59,10.28,EDT,0,EQUITY,2015-11-03
BIO,"Bio-Rad Laboratories, Inc.",2016-02-25T00:00:00.000Z,TNS,1.27,1.68,32.28,EDT,0,EQUITY,2016-02-25
BIO,"Bio-Rad Laboratories, Inc.",2016-05-05T00:00:00.000Z,TNS,0.6,0.42,-30.0,EDT,0,EQUITY,2016-05-05
BIO,"Bio-Rad Laboratories, Inc.",2016-08-03T00:00:00.000Z,TNS,1.13,0.61,-46.02,EDT,0,EQUITY,2016-08-03
BIO,"Bio-Rad Laboratories, Inc.",2016-11-01T00:00:00.000Z,TNS,0.51,0.62,21.57,EDT,0,EQUITY,2016-11-01
BIO,"Bio-Rad Laboratories, Inc.",2017-02-23T00:00:00.000Z,TNS,1.03,-0.7,-167.96,EDT,0,EQUITY,2017-02-23
BIO,"Bio-Rad Laboratories, Inc.",2017-05-04T00:00:00.000Z,TNS,0.3,0.42,40.0,EDT,0,EQUITY,2017-05-04
BIO,"Bio-Rad Laboratories, Inc.",2017-08-03T00:00:00.000Z,TNS,0.56,0.17,-69.64,EDT,0,EQUITY,2017-08-03
BIO,"Bio-Rad Laboratories, Inc.",2017-11-02T00:00:00.000Z,TNS,0.38,0.91,142.67,EDT,0,EQUITY,2017-11-02
BIO,"Bio-Rad Laboratories, Inc.",2018-02-27T00:00:00.000Z,TNS,1.26,0.51,-59.59,EDT,0,EQUITY,2018-02-27
BIO,"Bio-Rad Laboratories, Inc.",2018-05-08T00:00:00.000Z,TNS,1.07,1.17,9.35,EDT,0,EQUITY,2018-05-08
BIO,"Bio-Rad Laboratories, Inc.",2018-08-07T00:00:00.000Z,TNS,1.27,1.64,29.13,EDT,0,EQUITY,2018-08-07
BIO,"Bio-Rad Laboratories, Inc.",2018-11-01T00:00:00.000Z,TNS,1.15,0.91,-20.52,EDT,0,EQUITY,2018-11-01
BIO,"Bio-Rad Laboratories, Inc.",2019-02-28T00:00:00.000Z,TNS,1.7,2.13,25.15,EDT,0,EQUITY,2019-02-28
BIO,"Bio-Rad Laboratories, Inc.",2019-05-08T00:00:00.000Z,TNS,1.11,1.65,49.32,EDT,0,EQUITY,2019-05-08
BIO,"Bio-Rad Laboratories, Inc.",2019-08-01T00:00:00.000Z,TNS,1.34,1.49,11.61,EDT,0,EQUITY,2019-08-01
BIO,"Bio-Rad Laboratories, Inc.",2019-10-31T00:00:00.000Z,TNS,1.41,1.61,14.59,EDT,0,EQUITY,2019-10-31
BIO,"Bio-Rad Laboratories, Inc.",2020-02-13T00:00:00.000Z,TNS,2.44,2.32,-5.11,EDT,0,EQUITY,2020-02-13
BIO,"Bio-Rad Laboratories, Inc.",2020-05-06T00:00:00.000Z,TNS,1.57,1.91,22.04,EDT,0,EQUITY,2020-05-06
BIO,"Bio-Rad Laboratories, Inc.",2020-07-30T00:00:00.000Z,TNS,1.22,1.61,31.64,EDT,0,EQUITY,2020-07-30
BIO,"Bio-Rad Laboratories, Inc.",2020-10-29T00:00:00.000Z,TNS,1.8,3.0,66.48,EDT,0,EQUITY,2020-10-29
BIIB,Biogen Inc.,1999-02-09T00:00:00.000Z,TNS,0.04,0.05,20.82,EDT,0,EQUITY,1999-02-09
BIIB,Biogen Inc.,1999-04-20T00:00:00.000Z,TNS,0.03,0.04,42.55,EDT,0,EQUITY,1999-04-20
BIIB,Biogen Inc.,1999-07-22T00:00:00.000Z,TNS,0.13,0.13,1.26,EDT,0,EQUITY,1999-07-22
BIIB,Biogen Inc.,1999-10-18T00:00:00.000Z,TNS,0.07,0.07,2.44,EDT,0,EQUITY,1999-10-18
BIIB,Biogen Inc.,2000-02-02T00:00:00.000Z,TNS,0.07,0.05,-26.47,EDT,0,EQUITY,2000-02-02
BIIB,Biogen Inc.,2000-04-20T00:00:00.000Z,TNS,0.02,0.02,2.41,EDT,0,EQUITY,2000-04-20
BIIB,Biogen Inc.,2000-07-18T00:00:00.000Z,TNS,0.08,0.09,10.97,EDT,0,EQUITY,2000-07-18
BIIB,Biogen Inc.,2000-10-16T00:00:00.000Z,TNS,0.1,0.1,0.0,EDT,0,EQUITY,2000-10-16
BIIB,Biogen Inc.,2001-01-29T00:00:00.000Z,TNS,0.11,0.12,4.38,EDT,0,EQUITY,2001-01-29
BIIB,Biogen Inc.,2001-04-19T00:00:00.000Z,TNS,0.12,0.12,2.3,EDT,0,EQUITY,2001-04-19
BIIB,Biogen Inc.,2001-07-19T00:00:00.000Z,TNS,0.15,0.15,0.61,EDT,0,EQUITY,2001-07-19
BIIB,Biogen Inc.,2001-10-18T00:00:00.000Z,TNS,0.16,0.16,2.13,EDT,0,EQUITY,2001-10-18
BIIB,Biogen Inc.,2002-01-29T00:00:00.000Z,TNS,0.16,0.16,-1.09,EDT,0,EQUITY,2002-01-29
BIIB,Biogen Inc.,2002-04-18T00:00:00.000Z,TNS,0.16,0.17,5.43,EDT,0,EQUITY,2002-04-18
BIIB,Biogen Inc.,2002-07-17T00:00:00.000Z,TNS,0.19,0.2,3.03,EDT,0,EQUITY,2002-07-17
BIIB,Biogen Inc.,2002-10-16T00:00:00.000Z,TNS,0.21,0.22,3.72,EDT,0,EQUITY,2002-10-16
BIIB,Biogen Inc.,2003-01-30T00:00:00.000Z,TNS,0.26,0.26,0.78,EDT,0,EQUITY,2003-01-30
BIIB,Biogen Inc.,2003-04-15T00:00:00.000Z,TNS,0.24,0.24,1.05,EDT,0,EQUITY,2003-04-15
BIIB,Biogen Inc.,2003-07-17T00:00:00.000Z,TNS,0.26,0.24,-6.07,EDT,0,EQUITY,2003-07-17
BIIB,Biogen Inc.,2003-10-14T00:00:00.000Z,TNS,0.25,0.26,2.31,EDT,0,EQUITY,2003-10-14
BIIB,Biogen Inc.,2004-03-02T00:00:00.000Z,TNS,0.32,0.24,-24.05,EDT,0,EQUITY,2004-03-02
BIIB,Biogen Inc.,2004-04-30T00:00:00.000Z,TNS,0.34,0.4,16.41,EDT,0,EQUITY,2004-04-30
BIIB,Biogen Inc.,2004-07-28T00:00:00.000Z,TNS,0.32,0.34,6.38,EDT,0,EQUITY,2004-07-28
BIIB,Biogen Inc.,2004-10-27T00:00:00.000Z,TNS,0.35,0.37,5.11,EDT,0,EQUITY,2004-10-27
BIIB,Biogen Inc.,2005-02-07T00:00:00.000Z,TNS,0.36,0.29,-19.89,EDT,0,EQUITY,2005-02-07
BIIB,Biogen Inc.,2005-04-27T00:00:00.000Z,TNS,0.36,0.3,-17.69,EDT,0,EQUITY,2005-04-27
BIIB,Biogen Inc.,2005-07-26T00:00:00.000Z,TNS,0.36,0.43,19.44,EDT,0,EQUITY,2005-07-26
BIIB,Biogen Inc.,2005-10-26T00:00:00.000Z,TNS,0.42,0.36,-15.06,EDT,0,EQUITY,2005-10-26
BIIB,Biogen Inc.,2006-02-15T00:00:00.000Z,TNS,0.47,0.48,2.17,EDT,0,EQUITY,2006-02-15
BIIB,Biogen Inc.,2006-04-26T00:00:00.000Z,TNS,0.48,0.55,14.58,EDT,0,EQUITY,2006-04-26
BIIB,Biogen Inc.,2006-07-26T00:00:00.000Z,TNS,0.49,0.57,15.95,EDT,0,EQUITY,2006-07-26
BIIB,Biogen Inc.,2006-10-31T00:00:00.000Z,TNS,0.49,0.6,21.74,EDT,0,EQUITY,2006-10-31
BIIB,Biogen Inc.,2007-02-15T00:00:00.000Z,TNS,0.55,0.53,-3.95,EDT,0,EQUITY,2007-02-15
BIIB,Biogen Inc.,2007-05-02T00:00:00.000Z,TNS,0.61,0.59,-2.52,EDT,0,EQUITY,2007-05-02
BIIB,Biogen Inc.,2007-07-24T00:00:00.000Z,TNS,0.63,0.7,10.56,EDT,0,EQUITY,2007-07-24
BIIB,Biogen Inc.,2007-10-23T00:00:00.000Z,TNS,0.65,0.58,-10.36,EDT,0,EQUITY,2007-10-23
BIIB,Biogen Inc.,2008-02-06T00:00:00.000Z,TNS,0.8,0.89,10.85,EDT,0,EQUITY,2008-02-06
BIIB,Biogen Inc.,2008-04-23T00:00:00.000Z,TNS,0.79,0.83,5.06,EDT,0,EQUITY,2008-04-23
BIIB,Biogen Inc.,2008-07-22T00:00:00.000Z,TNS,0.85,0.91,7.37,EDT,0,EQUITY,2008-07-22
BIIB,Biogen Inc.,2008-10-21T00:00:00.000Z,TNS,0.9,0.98,9.44,EDT,0,EQUITY,2008-10-21
BIIB,Biogen Inc.,2009-02-06T00:00:00.000Z,TNS,0.93,0.93,0.49,EDT,0,EQUITY,2009-02-06
BIIB,Biogen Inc.,2009-04-16T00:00:00.000Z,TNS,1.0,1.05,4.69,EDT,0,EQUITY,2009-04-16
BIIB,Biogen Inc.,2009-07-16T00:00:00.000Z,TNS,0.68,0.75,10.97,EDT,0,EQUITY,2009-07-16
BIIB,Biogen Inc.,2009-10-20T00:00:00.000Z,TNS,1.04,1.12,7.6,EDT,0,EQUITY,2009-10-20
BIIB,Biogen Inc.,2010-02-09T00:00:00.000Z,TNS,1.05,1.2,14.78,EDT,0,EQUITY,2010-02-09
BIIB,Biogen Inc.,2010-04-20T00:00:00.000Z,TNS,1.13,1.08,-4.42,EDT,0,EQUITY,2010-04-20
BIIB,Biogen Inc.,2010-07-20T00:00:00.000Z,TNS,1.12,1.31,17.45,EDT,0,EQUITY,2010-07-20
BIIB,Biogen Inc.,2010-10-26T00:00:00.000Z,TNS,1.22,1.35,10.25,EDT,0,EQUITY,2010-10-26
BIIB,Biogen Inc.,2011-02-01T00:00:00.000Z,TNS,1.23,1.42,15.65,EDT,0,EQUITY,2011-02-01
BIIB,Biogen Inc.,2011-04-21T00:00:00.000Z,TNS,1.41,1.43,1.26,EDT,0,EQUITY,2011-04-21
BIIB,Biogen Inc.,2011-07-26T00:00:00.000Z,TNS,1.37,1.36,-0.87,EDT,0,EQUITY,2011-07-26
BIIB,Biogen Inc.,2011-10-28T00:00:00.000Z,TNS,1.53,1.61,5.49,EDT,0,EQUITY,2011-10-28
BIIB,Biogen Inc.,2012-01-31T00:00:00.000Z,TNS,1.49,1.51,1.56,EDT,0,EQUITY,2012-01-31
BIIB,Biogen Inc.,2012-05-01T00:00:00.000Z,TNS,1.48,1.4,-5.43,EDT,0,EQUITY,2012-05-01
BIIB,Biogen Inc.,2012-07-24T00:00:00.000Z,TNS,1.56,1.82,16.36,EDT,0,EQUITY,2012-07-24
BIIB,Biogen Inc.,2012-10-25T00:00:00.000Z,TNS,1.6,1.91,19.16,EDT,0,EQUITY,2012-10-25
BIIB,Biogen Inc.,2013-01-28T00:00:00.000Z,TNS,1.46,1.4,-4.03,EDT,0,EQUITY,2013-01-28
BIIB,Biogen Inc.,2013-04-25T00:00:00.000Z,TNS,1.61,1.97,22.11,EDT,0,EQUITY,2013-04-25
BIIB,Biogen Inc.,2013-07-25T00:00:00.000Z,TNS,1.93,2.3,19.08,EDT,0,EQUITY,2013-07-25
BIIB,Biogen Inc.,2013-10-28T00:00:00.000Z,TNS,2.1,2.35,11.67,EDT,0,EQUITY,2013-10-28
BIIB,Biogen Inc.,2014-01-29T00:00:00.000Z,TNS,2.28,2.34,2.67,EDT,0,EQUITY,2014-01-29
BIIB,Biogen Inc.,2014-04-23T00:00:00.000Z,TNS,2.55,2.47,-3.31,EDT,0,EQUITY,2014-04-23
BIIB,Biogen Inc.,2014-07-23T00:00:00.000Z,TNS,2.83,3.34,18.1,EDT,0,EQUITY,2014-07-23
BIIB,Biogen Inc.,2014-10-22T00:00:00.000Z,TNS,3.46,3.8,9.89,EDT,0,EQUITY,2014-10-22
BIIB,Biogen Inc.,2015-01-29T00:00:00.000Z,TNS,3.78,4.09,8.34,EDT,0,EQUITY,2015-01-29
BIIB,Biogen Inc.,2015-04-24T00:00:00.000Z,TNS,3.91,3.82,-2.4,EDT,0,EQUITY,2015-04-24
BIIB,Biogen Inc.,2015-07-24T00:00:00.000Z,TNS,4.1,4.22,2.9,EDT,0,EQUITY,2015-07-24
BIIB,Biogen Inc.,2015-10-21T00:00:00.000Z,TNS,3.8,4.48,17.8,EDT,0,EQUITY,2015-10-21
BIIB,Biogen Inc.,2016-01-27T00:00:00.000Z,TNS,4.08,4.5,10.32,EDT,0,EQUITY,2016-01-27
BIIB,Biogen Inc.,2016-04-21T00:00:00.000Z,TNS,4.47,4.79,7.11,EDT,0,EQUITY,2016-04-21
BIIB,Biogen Inc.,2016-07-21T00:00:00.000Z,TNS,4.67,5.21,11.56,EDT,0,EQUITY,2016-07-21
BIIB,Biogen Inc.,2016-10-26T00:00:00.000Z,TNS,4.97,5.19,4.51,EDT,0,EQUITY,2016-10-26
BIIB,Biogen Inc.,2017-01-26T00:00:00.000Z,TNS,4.96,5.04,1.53,EDT,0,EQUITY,2017-01-26
BIIB,Biogen Inc.,2017-04-25T00:00:00.000Z,TNS,4.97,5.2,4.63,EDT,0,EQUITY,2017-04-25
BIIB,Biogen Inc.,2017-07-25T00:00:00.000Z,TNS,4.41,5.04,14.31,EDT,0,EQUITY,2017-07-25
BIIB,Biogen Inc.,2017-10-24T00:00:00.000Z,TNS,5.73,6.31,10.22,EDT,0,EQUITY,2017-10-24
BIIB,Biogen Inc.,2018-01-25T00:00:00.000Z,TNS,5.45,5.26,-3.49,EDT,0,EQUITY,2018-01-25
BIIB,Biogen Inc.,2018-04-24T00:00:00.000Z,TNS,5.94,6.05,1.9,EDT,0,EQUITY,2018-04-24
BIIB,Biogen Inc.,2018-07-24T00:00:00.000Z,TNS,5.21,5.8,11.37,EDT,0,EQUITY,2018-07-24
BIIB,Biogen Inc.,2018-10-23T00:00:00.000Z,TNS,6.78,7.4,9.08,EDT,0,EQUITY,2018-10-23
BIIB,Biogen Inc.,2019-01-29T00:00:00.000Z,TNS,6.73,6.99,3.82,EDT,0,EQUITY,2019-01-29
BIIB,Biogen Inc.,2019-04-24T00:00:00.000Z,TNS,6.87,6.98,1.66,EDT,0,EQUITY,2019-04-24
BIIB,Biogen Inc.,2019-07-23T00:00:00.000Z,TNS,7.53,9.15,21.51,EDT,0,EQUITY,2019-07-23
BIIB,Biogen Inc.,2019-10-22T00:00:00.000Z,TNS,8.27,9.17,10.87,EDT,0,EQUITY,2019-10-22
BIIB,Biogen Inc.,2020-01-30T00:00:00.000Z,TNS,8.02,8.34,3.96,EDT,0,EQUITY,2020-01-30
BIIB,Biogen Inc.,2020-04-22T00:00:00.000Z,TNS,7.73,9.14,18.19,EDT,0,EQUITY,2020-04-22
BIIB,Biogen Inc.,2020-07-22T00:00:00.000Z,TNS,8.03,10.26,27.72,EDT,0,EQUITY,2020-07-22
BIIB,Biogen Inc.,2020-10-21T00:00:00.000Z,TNS,8.04,8.84,9.95,EDT,0,EQUITY,2020-10-21
BLK,"BlackRock, Inc.",2000-01-13T00:00:00.000Z,TNS,0.26,0.27,2.27,EDT,0,EQUITY,2000-01-13
BLK,"BlackRock, Inc.",2000-04-11T00:00:00.000Z,TNS,0.29,0.3,3.45,EDT,0,EQUITY,2000-04-11
BLK,"BlackRock, Inc.",2000-07-12T00:00:00.000Z,TNS,0.32,0.32,1.05,EDT,0,EQUITY,2000-07-12
BLK,"BlackRock, Inc.",2000-10-12T00:00:00.000Z,TNS,0.33,0.35,4.7,EDT,0,EQUITY,2000-10-12
BLK,"BlackRock, Inc.",2001-01-16T00:00:00.000Z,TNS,0.35,0.38,8.13,EDT,0,EQUITY,2001-01-16
BLK,"BlackRock, Inc.",2001-04-12T00:00:00.000Z,TNS,0.38,0.39,1.86,EDT,0,EQUITY,2001-04-12
BLK,"BlackRock, Inc.",2001-07-11T00:00:00.000Z,TNS,0.4,0.4,1.27,EDT,0,EQUITY,2001-07-11
BLK,"BlackRock, Inc.",2001-10-16T00:00:00.000Z,TNS,0.41,0.42,1.51,EDT,0,EQUITY,2001-10-16
BLK,"BlackRock, Inc.",2002-01-15T00:00:00.000Z,TNS,0.43,0.44,2.33,EDT,0,EQUITY,2002-01-15
BLK,"BlackRock, Inc.",2002-04-12T00:00:00.000Z,TNS,0.46,0.48,3.97,EDT,0,EQUITY,2002-04-12
BLK,"BlackRock, Inc.",2002-07-12T00:00:00.000Z,TNS,0.49,0.53,7.54,EDT,0,EQUITY,2002-07-12
BLK,"BlackRock, Inc.",2002-10-11T00:00:00.000Z,TNS,0.51,0.51,0.85,EDT,0,EQUITY,2002-10-11
BLK,"BlackRock, Inc.",2003-01-15T00:00:00.000Z,TNS,0.51,0.52,1.11,EDT,0,EQUITY,2003-01-15
BLK,"BlackRock, Inc.",2003-04-15T00:00:00.000Z,TNS,0.54,0.54,0.62,EDT,0,EQUITY,2003-04-15
BLK,"BlackRock, Inc.",2003-07-15T00:00:00.000Z,TNS,0.57,0.58,1.4,EDT,0,EQUITY,2003-07-15
BLK,"BlackRock, Inc.",2003-10-15T00:00:00.000Z,TNS,0.6,0.61,1.67,EDT,0,EQUITY,2003-10-15
BLK,"BlackRock, Inc.",2004-01-21T00:00:00.000Z,TNS,0.63,0.63,0.32,EDT,0,EQUITY,2004-01-21
BLK,"BlackRock, Inc.",2004-04-20T00:00:00.000Z,TNS,0.75,0.71,-5.59,EDT,0,EQUITY,2004-04-20
BLK,"BlackRock, Inc.",2004-07-20T00:00:00.000Z,TNS,0.7,0.71,1.14,EDT,0,EQUITY,2004-07-20
BLK,"BlackRock, Inc.",2004-10-18T00:00:00.000Z,TNS,0.56,0.56,0.0,EDT,0,EQUITY,2004-10-18
BLK,"BlackRock, Inc.",2005-01-19T00:00:00.000Z,TNS,0.72,0.75,3.55,EDT,0,EQUITY,2005-01-19
BLK,"BlackRock, Inc.",2005-04-19T00:00:00.000Z,TNS,0.81,0.89,10.56,EDT,0,EQUITY,2005-04-19
BLK,"BlackRock, Inc.",2005-07-19T00:00:00.000Z,TNS,0.9,0.91,0.74,EDT,0,EQUITY,2005-07-19
BLK,"BlackRock, Inc.",2005-10-19T00:00:00.000Z,TNS,0.97,1.03,6.19,EDT,0,EQUITY,2005-10-19
BLK,"BlackRock, Inc.",2006-01-19T00:00:00.000Z,TNS,1.06,1.21,14.43,EDT,0,EQUITY,2006-01-19
BLK,"BlackRock, Inc.",2006-04-19T00:00:00.000Z,TNS,1.12,1.23,10.22,EDT,0,EQUITY,2006-04-19
BLK,"BlackRock, Inc.",2006-07-18T00:00:00.000Z,TNS,1.17,1.19,2.0,EDT,0,EQUITY,2006-07-18
